user_id,day_in_cycle,symptom,probability
03009100-a1fa-4fad-bf9b-6102c690f3be,4,acne_skin,0.013818946667015553
03009100-a1fa-4fad-bf9b-6102c690f3be,4,good_skin,0.009656946174800396
03009100-a1fa-4fad-bf9b-6102c690f3be,4,oily_skin,0.005884342361241579
03009100-a1fa-4fad-bf9b-6102c690f3be,4,dry_skin,0.0037946722004562616
03009100-a1fa-4fad-bf9b-6102c690f3be,5,happy,0.030714454129338264
03009100-a1fa-4fad-bf9b-6102c690f3be,5,pms,0.010906338691711426
03009100-a1fa-4fad-bf9b-6102c690f3be,5,sad,0.013384661637246609
03009100-a1fa-4fad-bf9b-6102c690f3be,5,sensitive_emotion,0.026915837079286575
03009100-a1fa-4fad-bf9b-6102c690f3be,5,energized,0.006104929838329554
03009100-a1fa-4fad-bf9b-6102c690f3be,5,exhausted,0.012720899656414986
03009100-a1fa-4fad-bf9b-6102c690f3be,5,high_energy,0.02023039571940899
03009100-a1fa-4fad-bf9b-6102c690f3be,5,low_energy,0.027103839442133904
03009100-a1fa-4fad-bf9b-6102c690f3be,5,cramps,0.04307672753930092
03009100-a1fa-4fad-bf9b-6102c690f3be,5,headache,0.025416499003767967
03009100-a1fa-4fad-bf9b-6102c690f3be,5,ovulation_pain,0.009498849511146545
03009100-a1fa-4fad-bf9b-6102c690f3be,5,tender_breasts,0.025364950299263
03009100-a1fa-4fad-bf9b-6102c690f3be,5,acne_skin,0.013820258900523186
03009100-a1fa-4fad-bf9b-6102c690f3be,5,good_skin,0.009657748974859715
03009100-a1fa-4fad-bf9b-6102c690f3be,5,oily_skin,0.005884791724383831
03009100-a1fa-4fad-bf9b-6102c690f3be,5,dry_skin,0.003795021679252386
03009100-a1fa-4fad-bf9b-6102c690f3be,6,happy,0.030716225504875183
03009100-a1fa-4fad-bf9b-6102c690f3be,6,pms,0.010906945914030075
03009100-a1fa-4fad-bf9b-6102c690f3be,6,sad,0.013385334052145481
03009100-a1fa-4fad-bf9b-6102c690f3be,6,sensitive_emotion,0.02691773883998394
03009100-a1fa-4fad-bf9b-6102c690f3be,6,energized,0.006105421576648951
03009100-a1fa-4fad-bf9b-6102c690f3be,6,exhausted,0.012721636332571507
03009100-a1fa-4fad-bf9b-6102c690f3be,6,high_energy,0.020231492817401886
03009100-a1fa-4fad-bf9b-6102c690f3be,6,low_energy,0.0271052997559309
03009100-a1fa-4fad-bf9b-6102c690f3be,6,cramps,0.04307853430509567
03009100-a1fa-4fad-bf9b-6102c690f3be,6,headache,0.025417862460017204
03009100-a1fa-4fad-bf9b-6102c690f3be,6,ovulation_pain,0.009499441832304
03009100-a1fa-4fad-bf9b-6102c690f3be,6,tender_breasts,0.02536637708544731
03009100-a1fa-4fad-bf9b-6102c690f3be,6,acne_skin,0.013821151107549667
03009100-a1fa-4fad-bf9b-6102c690f3be,6,good_skin,0.009658286347985268
03009100-a1fa-4fad-bf9b-6102c690f3be,6,oily_skin,0.005885195918381214
03009100-a1fa-4fad-bf9b-6102c690f3be,6,dry_skin,0.003795327851548791
03009100-a1fa-4fad-bf9b-6102c690f3be,7,happy,0.0307171531021595
03009100-a1fa-4fad-bf9b-6102c690f3be,7,pms,0.010907239280641079
03009100-a1fa-4fad-bf9b-6102c690f3be,7,sad,0.013385624624788761
03009100-a1fa-4fad-bf9b-6102c690f3be,7,sensitive_emotion,0.026918567717075348
03009100-a1fa-4fad-bf9b-6102c690f3be,7,energized,0.006105641834437847
03009100-a1fa-4fad-bf9b-6102c690f3be,7,exhausted,0.012721965089440346
03009100-a1fa-4fad-bf9b-6102c690f3be,7,high_energy,0.020231997594237328
03009100-a1fa-4fad-bf9b-6102c690f3be,7,low_energy,0.02710595913231373
03009100-a1fa-4fad-bf9b-6102c690f3be,7,cramps,0.043079327791929245
03009100-a1fa-4fad-bf9b-6102c690f3be,7,headache,0.025418512523174286
03009100-a1fa-4fad-bf9b-6102c690f3be,7,ovulation_pain,0.009499719366431236
03009100-a1fa-4fad-bf9b-6102c690f3be,7,tender_breasts,0.025366995483636856
03009100-a1fa-4fad-bf9b-6102c690f3be,7,acne_skin,0.013821598142385483
03009100-a1fa-4fad-bf9b-6102c690f3be,7,good_skin,0.009658542461693287
03009100-a1fa-4fad-bf9b-6102c690f3be,7,oily_skin,0.0058853719383478165
03009100-a1fa-4fad-bf9b-6102c690f3be,7,dry_skin,0.003795474302023649
03009100-a1fa-4fad-bf9b-6102c690f3be,8,happy,0.030717769637703896
03009100-a1fa-4fad-bf9b-6102c690f3be,8,pms,0.010907460935413837
03009100-a1fa-4fad-bf9b-6102c690f3be,8,sad,0.013385825790464878
03009100-a1fa-4fad-bf9b-6102c690f3be,8,sensitive_emotion,0.026919206604361534
03009100-a1fa-4fad-bf9b-6102c690f3be,8,energized,0.0061057861894369125
03009100-a1fa-4fad-bf9b-6102c690f3be,8,exhausted,0.012722204439342022
03009100-a1fa-4fad-bf9b-6102c690f3be,8,high_energy,0.02023237571120262
03009100-a1fa-4fad-bf9b-6102c690f3be,8,low_energy,0.027106398716568947
03009100-a1fa-4fad-bf9b-6102c690f3be,8,cramps,0.043079908937215805
03009100-a1fa-4fad-bf9b-6102c690f3be,8,headache,0.025418950244784355
03009100-a1fa-4fad-bf9b-6102c690f3be,8,ovulation_pain,0.009499916806817055
03009100-a1fa-4fad-bf9b-6102c690f3be,8,tender_breasts,0.02536744438111782
03009100-a1fa-4fad-bf9b-6102c690f3be,8,acne_skin,0.013821928761899471
03009100-a1fa-4fad-bf9b-6102c690f3be,8,good_skin,0.009658720344305038
03009100-a1fa-4fad-bf9b-6102c690f3be,8,oily_skin,0.005885502323508263
03009100-a1fa-4fad-bf9b-6102c690f3be,8,dry_skin,0.003795575350522995
03009100-a1fa-4fad-bf9b-6102c690f3be,9,happy,0.030718190595507622
03009100-a1fa-4fad-bf9b-6102c690f3be,9,pms,0.01090758852660656
03009100-a1fa-4fad-bf9b-6102c690f3be,9,sad,0.013385971076786518
03009100-a1fa-4fad-bf9b-6102c690f3be,9,sensitive_emotion,0.026919644325971603
03009100-a1fa-4fad-bf9b-6102c690f3be,9,energized,0.0061058904975652695
03009100-a1fa-4fad-bf9b-6102c690f3be,9,exhausted,0.012722359970211983
03009100-a1fa-4fad-bf9b-6102c690f3be,9,high_energy,0.020232640206813812
03009100-a1fa-4fad-bf9b-6102c690f3be,9,low_energy,0.02710672654211521
03009100-a1fa-4fad-bf9b-6102c690f3be,9,cramps,0.04308028891682625
03009100-a1fa-4fad-bf9b-6102c690f3be,9,headache,0.025419263169169426
03009100-a1fa-4fad-bf9b-6102c690f3be,9,ovulation_pain,0.009500051848590374
03009100-a1fa-4fad-bf9b-6102c690f3be,9,tender_breasts,0.025367768481373787
03009100-a1fa-4fad-bf9b-6102c690f3be,9,acne_skin,0.01382215041667223
03009100-a1fa-4fad-bf9b-6102c690f3be,9,good_skin,0.009658843278884888
03009100-a1fa-4fad-bf9b-6102c690f3be,9,oily_skin,0.005885588936507702
03009100-a1fa-4fad-bf9b-6102c690f3be,9,dry_skin,0.0037956528831273317
03009100-a1fa-4fad-bf9b-6102c690f3be,10,happy,0.030718479305505753
03009100-a1fa-4fad-bf9b-6102c690f3be,10,pms,0.01090769749134779
03009100-a1fa-4fad-bf9b-6102c690f3be,10,sad,0.013386070728302002
03009100-a1fa-4fad-bf9b-6102c690f3be,10,sensitive_emotion,0.02691994234919548
03009100-a1fa-4fad-bf9b-6102c690f3be,10,energized,0.006105962675064802
03009100-a1fa-4fad-bf9b-6102c690f3be,10,exhausted,0.012722468934953213
03009100-a1fa-4fad-bf9b-6102c690f3be,10,high_energy,0.02023281902074814
03009100-a1fa-4fad-bf9b-6102c690f3be,10,low_energy,0.027106933295726776
03009100-a1fa-4fad-bf9b-6102c690f3be,10,cramps,0.043080586940050125
03009100-a1fa-4fad-bf9b-6102c690f3be,10,headache,0.025419440120458603
03009100-a1fa-4fad-bf9b-6102c690f3be,10,ovulation_pain,0.009500150568783283
03009100-a1fa-4fad-bf9b-6102c690f3be,10,tender_breasts,0.02536797523498535
03009100-a1fa-4fad-bf9b-6102c690f3be,10,acne_skin,0.01382231991738081
03009100-a1fa-4fad-bf9b-6102c690f3be,10,good_skin,0.009658926166594028
03009100-a1fa-4fad-bf9b-6102c690f3be,10,oily_skin,0.005885653663426638
03009100-a1fa-4fad-bf9b-6102c690f3be,10,dry_skin,0.0037956994492560625
03009100-a1fa-4fad-bf9b-6102c690f3be,11,happy,0.03071870096027851
03009100-a1fa-4fad-bf9b-6102c690f3be,11,pms,0.010907769203186035
03009100-a1fa-4fad-bf9b-6102c690f3be,11,sad,0.01338615920394659
03009100-a1fa-4fad-bf9b-6102c690f3be,11,sensitive_emotion,0.026920178905129433
03009100-a1fa-4fad-bf9b-6102c690f3be,11,energized,0.006106012035161257
03009100-a1fa-4fad-bf9b-6102c690f3be,11,exhausted,0.012722546234726906
03009100-a1fa-4fad-bf9b-6102c690f3be,11,high_energy,0.020232947543263435
03009100-a1fa-4fad-bf9b-6102c690f3be,11,low_energy,0.027107104659080505
03009100-a1fa-4fad-bf9b-6102c690f3be,11,cramps,0.04308078810572624
03009100-a1fa-4fad-bf9b-6102c690f3be,11,headache,0.025419605895876884
03009100-a1fa-4fad-bf9b-6102c690f3be,11,ovulation_pain,0.009500212967395782
03009100-a1fa-4fad-bf9b-6102c690f3be,11,tender_breasts,0.02536814659833908
03009100-a1fa-4fad-bf9b-6102c690f3be,11,acne_skin,0.013822436332702637
03009100-a1fa-4fad-bf9b-6102c690f3be,11,good_skin,0.009658980183303356
03009100-a1fa-4fad-bf9b-6102c690f3be,11,oily_skin,0.005885695572942495
03009100-a1fa-4fad-bf9b-6102c690f3be,11,dry_skin,0.0037957411259412766
03009100-a1fa-4fad-bf9b-6102c690f3be,12,happy,0.030718853697180748
03009100-a1fa-4fad-bf9b-6102c690f3be,12,pms,0.010907820425927639
03009100-a1fa-4fad-bf9b-6102c690f3be,12,sad,0.013386222533881664
03009100-a1fa-4fad-bf9b-6102c690f3be,12,sensitive_emotion,0.026920348405838013
03009100-a1fa-4fad-bf9b-6102c690f3be,12,energized,0.006106046959757805
03009100-a1fa-4fad-bf9b-6102c690f3be,12,exhausted,0.012722606770694256
03009100-a1fa-4fad-bf9b-6102c690f3be,12,high_energy,0.020233049988746643
03009100-a1fa-4fad-bf9b-6102c690f3be,12,low_energy,0.0271072369068861
03009100-a1fa-4fad-bf9b-6102c690f3be,12,cramps,0.043080929666757584
03009100-a1fa-4fad-bf9b-6102c690f3be,12,headache,0.0254196934401989
03009100-a1fa-4fad-bf9b-6102c690f3be,12,ovulation_pain,0.00950026698410511
03009100-a1fa-4fad-bf9b-6102c690f3be,12,tender_breasts,0.025368263944983482
03009100-a1fa-4fad-bf9b-6102c690f3be,12,acne_skin,0.013822528533637524
03009100-a1fa-4fad-bf9b-6102c690f3be,12,good_skin,0.00965902954339981
03009100-a1fa-4fad-bf9b-6102c690f3be,12,oily_skin,0.005885731894522905
03009100-a1fa-4fad-bf9b-6102c690f3be,12,dry_skin,0.0037957627791911364
03009100-a1fa-4fad-bf9b-6102c690f3be,13,happy,0.030718954280018806
03009100-a1fa-4fad-bf9b-6102c690f3be,13,pms,0.010907862335443497
03009100-a1fa-4fad-bf9b-6102c690f3be,13,sad,0.013386272825300694
03009100-a1fa-4fad-bf9b-6102c690f3be,13,sensitive_emotion,0.026920484378933907
03009100-a1fa-4fad-bf9b-6102c690f3be,13,energized,0.006106075830757618
03009100-a1fa-4fad-bf9b-6102c690f3be,13,exhausted,0.012722659856081009
03009100-a1fa-4fad-bf9b-6102c690f3be,13,high_energy,0.02023313194513321
03009100-a1fa-4fad-bf9b-6102c690f3be,13,low_energy,0.027107317000627518
03009100-a1fa-4fad-bf9b-6102c690f3be,13,cramps,0.04308106005191803
03009100-a1fa-4fad-bf9b-6102c690f3be,13,headache,0.02541978284716606
03009100-a1fa-4fad-bf9b-6102c690f3be,13,ovulation_pain,0.009500307962298393
03009100-a1fa-4fad-bf9b-6102c690f3be,13,tender_breasts,0.025368357077240944
03009100-a1fa-4fad-bf9b-6102c690f3be,13,acne_skin,0.01382259838283062
03009100-a1fa-4fad-bf9b-6102c690f3be,13,good_skin,0.00965905748307705
03009100-a1fa-4fad-bf9b-6102c690f3be,13,oily_skin,0.005885756574571133
03009100-a1fa-4fad-bf9b-6102c690f3be,13,dry_skin,0.0037957841996103525
03009100-a1fa-4fad-bf9b-6102c690f3be,14,happy,0.030719082802534103
03009100-a1fa-4fad-bf9b-6102c690f3be,14,pms,0.010907893069088459
03009100-a1fa-4fad-bf9b-6102c690f3be,14,sad,0.013386290520429611
03009100-a1fa-4fad-bf9b-6102c690f3be,14,sensitive_emotion,0.026920577511191368
03009100-a1fa-4fad-bf9b-6102c690f3be,14,energized,0.0061060963198542595
03009100-a1fa-4fad-bf9b-6102c690f3be,14,exhausted,0.012722690589725971
03009100-a1fa-4fad-bf9b-6102c690f3be,14,high_energy,0.020233184099197388
03009100-a1fa-4fad-bf9b-6102c690f3be,14,low_energy,0.02710738778114319
03009100-a1fa-4fad-bf9b-6102c690f3be,14,cramps,0.043081145733594894
03009100-a1fa-4fad-bf9b-6102c690f3be,14,headache,0.025419842451810837
03009100-a1fa-4fad-bf9b-6102c690f3be,14,ovulation_pain,0.009500330314040184
03009100-a1fa-4fad-bf9b-6102c690f3be,14,tender_breasts,0.025368429720401764
03009100-a1fa-4fad-bf9b-6102c690f3be,14,acne_skin,0.013822652399539948
03009100-a1fa-4fad-bf9b-6102c690f3be,14,good_skin,0.009659085422754288
03009100-a1fa-4fad-bf9b-6102c690f3be,14,oily_skin,0.0058857761323452
03009100-a1fa-4fad-bf9b-6102c690f3be,14,dry_skin,0.0037958023604005575
03009100-a1fa-4fad-bf9b-6102c690f3be,15,happy,0.030719147995114326
03009100-a1fa-4fad-bf9b-6102c690f3be,15,pms,0.0109079135581851
03009100-a1fa-4fad-bf9b-6102c690f3be,15,sad,0.013386324048042297
03009100-a1fa-4fad-bf9b-6102c690f3be,15,sensitive_emotion,0.026920652016997337
03009100-a1fa-4fad-bf9b-6102c690f3be,15,energized,0.00610611354932189
03009100-a1fa-4fad-bf9b-6102c690f3be,15,exhausted,0.012722714804112911
03009100-a1fa-4fad-bf9b-6102c690f3be,15,high_energy,0.020233236253261566
03009100-a1fa-4fad-bf9b-6102c690f3be,15,low_energy,0.02710743062198162
03009100-a1fa-4fad-bf9b-6102c690f3be,15,cramps,0.04308122396469116
03009100-a1fa-4fad-bf9b-6102c690f3be,15,headache,0.025419875979423523
03009100-a1fa-4fad-bf9b-6102c690f3be,15,ovulation_pain,0.009500352665781975
03009100-a1fa-4fad-bf9b-6102c690f3be,15,tender_breasts,0.02536848373711109
03009100-a1fa-4fad-bf9b-6102c690f3be,15,acne_skin,0.013822689652442932
03009100-a1fa-4fad-bf9b-6102c690f3be,15,good_skin,0.009659103117883205
03009100-a1fa-4fad-bf9b-6102c690f3be,15,oily_skin,0.0058857956901192665
03009100-a1fa-4fad-bf9b-6102c690f3be,15,dry_skin,0.0037958151660859585
03009100-a1fa-4fad-bf9b-6102c690f3be,16,happy,0.030719205737113953
03009100-a1fa-4fad-bf9b-6102c690f3be,16,pms,0.010907934047281742
03009100-a1fa-4fad-bf9b-6102c690f3be,16,sad,0.013386348262429237
03009100-a1fa-4fad-bf9b-6102c690f3be,16,sensitive_emotion,0.026920709758996964
03009100-a1fa-4fad-bf9b-6102c690f3be,16,energized,0.006106127519160509
03009100-a1fa-4fad-bf9b-6102c690f3be,16,exhausted,0.012722731567919254
03009100-a1fa-4fad-bf9b-6102c690f3be,16,high_energy,0.020233264192938805
03009100-a1fa-4fad-bf9b-6102c690f3be,16,low_energy,0.02710748091340065
03009100-a1fa-4fad-bf9b-6102c690f3be,16,cramps,0.04308127611875534
03009100-a1fa-4fad-bf9b-6102c690f3be,16,headache,0.025419913232326508
03009100-a1fa-4fad-bf9b-6102c690f3be,16,ovulation_pain,0.009500370360910892
03009100-a1fa-4fad-bf9b-6102c690f3be,16,tender_breasts,0.025368530303239822
03009100-a1fa-4fad-bf9b-6102c690f3be,16,acne_skin,0.013822722248733044
03009100-a1fa-4fad-bf9b-6102c690f3be,16,good_skin,0.00965911615639925
03009100-a1fa-4fad-bf9b-6102c690f3be,16,oily_skin,0.005885806865990162
03009100-a1fa-4fad-bf9b-6102c690f3be,16,dry_skin,0.00379582610912621
03009100-a1fa-4fad-bf9b-6102c690f3be,17,happy,0.030719241127371788
03009100-a1fa-4fad-bf9b-6102c690f3be,17,pms,0.010907948948442936
03009100-a1fa-4fad-bf9b-6102c690f3be,17,sad,0.01338636688888073
03009100-a1fa-4fad-bf9b-6102c690f3be,17,sensitive_emotion,0.026920752599835396
03009100-a1fa-4fad-bf9b-6102c690f3be,17,energized,0.006106136366724968
03009100-a1fa-4fad-bf9b-6102c690f3be,17,exhausted,0.012722756713628769
03009100-a1fa-4fad-bf9b-6102c690f3be,17,high_energy,0.020233293995261192
03009100-a1fa-4fad-bf9b-6102c690f3be,17,low_energy,0.027107516303658485
03009100-a1fa-4fad-bf9b-6102c690f3be,17,cramps,0.04308132454752922
03009100-a1fa-4fad-bf9b-6102c690f3be,17,headache,0.0254199355840683
03009100-a1fa-4fad-bf9b-6102c690f3be,17,ovulation_pain,0.00950038805603981
03009100-a1fa-4fad-bf9b-6102c690f3be,17,tender_breasts,0.02536855824291706
03009100-a1fa-4fad-bf9b-6102c690f3be,17,acne_skin,0.013822748325765133
03009100-a1fa-4fad-bf9b-6102c690f3be,17,good_skin,0.00965912640094757
03009100-a1fa-4fad-bf9b-6102c690f3be,17,oily_skin,0.005885818041861057
03009100-a1fa-4fad-bf9b-6102c690f3be,17,dry_skin,0.00379583309404552
03009100-a1fa-4fad-bf9b-6102c690f3be,18,happy,0.030719270929694176
03009100-a1fa-4fad-bf9b-6102c690f3be,18,pms,0.010907965712249279
03009100-a1fa-4fad-bf9b-6102c690f3be,18,sad,0.013386392965912819
03009100-a1fa-4fad-bf9b-6102c690f3be,18,sensitive_emotion,0.02692081592977047
03009100-a1fa-4fad-bf9b-6102c690f3be,18,energized,0.006106142420321703
03009100-a1fa-4fad-bf9b-6102c690f3be,18,exhausted,0.012722773477435112
03009100-a1fa-4fad-bf9b-6102c690f3be,18,high_energy,0.020233316347002983
03009100-a1fa-4fad-bf9b-6102c690f3be,18,low_energy,0.02710754983127117
03009100-a1fa-4fad-bf9b-6102c690f3be,18,cramps,0.04308135434985161
03009100-a1fa-4fad-bf9b-6102c690f3be,18,headache,0.02541995979845524
03009100-a1fa-4fad-bf9b-6102c690f3be,18,ovulation_pain,0.009500392712652683
03009100-a1fa-4fad-bf9b-6102c690f3be,18,tender_breasts,0.02536858431994915
03009100-a1fa-4fad-bf9b-6102c690f3be,18,acne_skin,0.013822768814861774
03009100-a1fa-4fad-bf9b-6102c690f3be,18,good_skin,0.00965914037078619
03009100-a1fa-4fad-bf9b-6102c690f3be,18,oily_skin,0.005885823629796505
03009100-a1fa-4fad-bf9b-6102c690f3be,18,dry_skin,0.0037958419416099787
03009100-a1fa-4fad-bf9b-6102c690f3be,19,happy,0.03071931004524231
03009100-a1fa-4fad-bf9b-6102c690f3be,19,pms,0.010907969437539577
03009100-a1fa-4fad-bf9b-6102c690f3be,19,sad,0.013386398553848267
03009100-a1fa-4fad-bf9b-6102c690f3be,19,sensitive_emotion,0.026920828968286514
03009100-a1fa-4fad-bf9b-6102c690f3be,19,energized,0.006106145214289427
03009100-a1fa-4fad-bf9b-6102c690f3be,19,exhausted,0.012722786515951157
03009100-a1fa-4fad-bf9b-6102c690f3be,19,high_energy,0.020233331248164177
03009100-a1fa-4fad-bf9b-6102c690f3be,19,low_energy,0.027107572183012962
03009100-a1fa-4fad-bf9b-6102c690f3be,19,cramps,0.04308139160275459
03009100-a1fa-4fad-bf9b-6102c690f3be,19,headache,0.02541997656226158
03009100-a1fa-4fad-bf9b-6102c690f3be,19,ovulation_pain,0.009500397369265556
03009100-a1fa-4fad-bf9b-6102c690f3be,19,tender_breasts,0.025368623435497284
03009100-a1fa-4fad-bf9b-6102c690f3be,19,acne_skin,0.013822781853377819
03009100-a1fa-4fad-bf9b-6102c690f3be,19,good_skin,0.009659144096076488
03009100-a1fa-4fad-bf9b-6102c690f3be,19,oily_skin,0.00588582968339324
03009100-a1fa-4fad-bf9b-6102c690f3be,19,dry_skin,0.0037958440370857716
03009100-a1fa-4fad-bf9b-6102c690f3be,20,happy,0.0307193323969841
03009100-a1fa-4fad-bf9b-6102c690f3be,20,pms,0.010907985270023346
03009100-a1fa-4fad-bf9b-6102c690f3be,20,sad,0.013386404141783714
03009100-a1fa-4fad-bf9b-6102c690f3be,20,sensitive_emotion,0.0269208662211895
03009100-a1fa-4fad-bf9b-6102c690f3be,20,energized,0.006106154061853886
03009100-a1fa-4fad-bf9b-6102c690f3be,20,exhausted,0.012722792103886604
03009100-a1fa-4fad-bf9b-6102c690f3be,20,high_energy,0.02023334428668022
03009100-a1fa-4fad-bf9b-6102c690f3be,20,low_energy,0.027107587084174156
03009100-a1fa-4fad-bf9b-6102c690f3be,20,cramps,0.04308142513036728
03009100-a1fa-4fad-bf9b-6102c690f3be,20,headache,0.02541997656226158
03009100-a1fa-4fad-bf9b-6102c690f3be,20,ovulation_pain,0.009500405751168728
03009100-a1fa-4fad-bf9b-6102c690f3be,20,tender_breasts,0.02536863088607788
03009100-a1fa-4fad-bf9b-6102c690f3be,20,acne_skin,0.013822800479829311
03009100-a1fa-4fad-bf9b-6102c690f3be,20,good_skin,0.009659148752689362
03009100-a1fa-4fad-bf9b-6102c690f3be,20,oily_skin,0.005885837599635124
03009100-a1fa-4fad-bf9b-6102c690f3be,20,dry_skin,0.0037958493921905756
03009100-a1fa-4fad-bf9b-6102c690f3be,21,happy,0.03071935661137104
03009100-a1fa-4fad-bf9b-6102c690f3be,21,pms,0.010907989926636219
03009100-a1fa-4fad-bf9b-6102c690f3be,21,sad,0.013386418111622334
03009100-a1fa-4fad-bf9b-6102c690f3be,21,sensitive_emotion,0.026920892298221588
03009100-a1fa-4fad-bf9b-6102c690f3be,21,energized,0.006106160115450621
03009100-a1fa-4fad-bf9b-6102c690f3be,21,exhausted,0.012722796760499477
03009100-a1fa-4fad-bf9b-6102c690f3be,21,high_energy,0.020233353599905968
03009100-a1fa-4fad-bf9b-6102c690f3be,21,low_energy,0.027107592672109604
03009100-a1fa-4fad-bf9b-6102c690f3be,21,cramps,0.043081462383270264
03009100-a1fa-4fad-bf9b-6102c690f3be,21,headache,0.025419995188713074
03009100-a1fa-4fad-bf9b-6102c690f3be,21,ovulation_pain,0.009500410407781601
